origin_id,destination_id,mode,duration_seconds,distance_meters
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJY_SduzjXDIgRJFsXW6Kba88,walking,848,1117
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ0_WAMTrXDIgRO9zp0zXut14,driving,164,913
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ0_WAMTrXDIgRO9zp0zXut14,walking,693,913
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ9RI-mEbXDIgRlPMKybhLG8s,driving,90,573
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ9RI-mEbXDIgRlPMKybhLG8s,walking,438,573
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJKxm_ZEHXDIgRMkfQSikOmsE,driving,116,863
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJKxm_ZEHXDIgRMkfQSikOmsE,walking,651,863
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ6XyMgD_XDIgRa3DLDYdls7A,driving,206,1381
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ6XyMgD_XDIgRa3DLDYdls7A,walking,1009,1326
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJx7WsoEDXDIgRCiwzCpwgCDw,driving,194,1248
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJx7WsoEDXDIgRCiwzCpwgCDw,walking,909,1190
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJv5lMaT_XDIgRsEtHigVjhEY,driving,275,1424
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJv5lMaT_XDIgRsEtHigVjhEY,walking,1031,1361
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJDyfYfz_XDIgRLo8TE1cbBVM,driving,206,1380
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJDyfYfz_XDIgRLo8TE1cbBVM,walking,1008,1325
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJv8lkCT_XDIgR7SK4MGhE3pQ,driving,233,1376
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJv8lkCT_XDIgR7SK4MGhE3pQ,walking,951,1255
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJv8lkCT_XDIgR_06HwKpZYYI,driving,233,1376
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJv8lkCT_XDIgR_06HwKpZYYI,walking,951,1255
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJhWBDnj_XDIgR4eniQCU_JxM,driving,275,1424
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJhWBDnj_XDIgR4eniQCU_JxM,walking,1031,1361
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJAczTOz_XDIgRqWfwfdK_K2U,driving,271,1432
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJAczTOz_XDIgRqWfwfdK_K2U,walking,1057,1374
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJBUwndT_XDIgRq-dn6OFKEe0,driving,287,1458
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJBUwndT_XDIgRq-dn6OFKEe0,walking,1065,1394
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJG55faz_XDIgR1_yaJBM_HQI,driving,263,1390
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJG55faz_XDIgR1_yaJBM_HQI,walking,1015,1326
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJK2tBtjjXDIgRdb5P5XLSZ0Y,driving,214,1231
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJK2tBtjjXDIgRdb5P5XLSZ0Y,walking,897,1168
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJyx_mkzjXDIgRAiMn4XwhwPE,driving,190,1130
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJyx_mkzjXDIgRAiMn4XwhwPE,walking,812,1067
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJm91feD_XDIgRGK707_uqJ-g,driving,216,1426
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJm91feD_XDIgRGK707_uqJ-g,walking,1043,1371
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJmYtYOz_XDIgRheUuWFqnMBI,driving,279,1454
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJmYtYOz_XDIgRheUuWFqnMBI,walking,1074,1396
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJxwkLcT_XDIgRZtmcVWJWhgo,driving,275,1424
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJxwkLcT_XDIgRZtmcVWJWhgo,walking,1031,1361
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJr032fkDXDIgRZqjWVn7ihNg,driving,207,1386
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJr032fkDXDIgRZqjWVn7ihNg,walking,1013,1331
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJEcJXC1bXDIgRKHH2dKLIBLg,driving,263,1391
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJEcJXC1bXDIgRKHH2dKLIBLg,walking,1006,1327
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJZ73RkjjXDIgRosYsZxibHIA,driving,190,1129
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJZ73RkjjXDIgRosYsZxibHIA,walking,826,1074
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ64MmPtfXDIgRkgw6W4pMtAI,driving,187,1118
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ64MmPtfXDIgRkgw6W4pMtAI,walking,818,1063
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ2wrFLD_XDIgRO4NJ-R8ff3I,driving,268,1393
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ2wrFLD_XDIgRO4NJ-R8ff3I,walking,1032,1338
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJyX1CkzjXDIgRR1ZMZb1javk,driving,193,1142
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJyX1CkzjXDIgRR1ZMZb1javk,walking,836,1087
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJP1mvKBTXDIgRbTiB5iE_qjs,driving,357,2432
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJP1mvKBTXDIgRbTiB5iE_qjs,walking,1659,2189
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJxZkDMBTXDIgRbMTuiFFufRk,driving,349,2398
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJxZkDMBTXDIgRbMTuiFFufRk,walking,1632,2155
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJy8hHOhTXDIgRw8-A4gSrjXo,driving,350,2412
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJy8hHOhTXDIgRw8-A4gSrjXo,walking,1642,2169
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJcfzEA6XXDIgRfFP5XFDjjG4,driving,205,1374
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJcfzEA6XXDIgRfFP5XFDjjG4,walking,1004,1319
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJFeza-BPXDIgR0sQT4M9X1Ks,driving,390,2994
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJFeza-BPXDIgR0sQT4M9X1Ks,walking,1778,2357
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJa-iP-hPXDIgRLvfnTZl_kcQ,driving,399,3016
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJa-iP-hPXDIgRLvfnTZl_kcQ,walking,1794,2380
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJAUUtbT_XDIgRSY2pOOHd7Ng,driving,216,1309
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJAUUtbT_XDIgRSY2pOOHd7Ng,walking,953,1251
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJNb7ho6HXDIgRNdT8dmaRm1Q,driving,214,1301
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJNb7ho6HXDIgRNdT8dmaRm1Q,walking,948,1243
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJFeza-BPXDIgR4As0XIHLEds,driving,401,3127
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJFeza-BPXDIgR4As0XIHLEds,walking,1801,2388
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJGalvnm7XDIgRBtQWj9m5_Xw,driving,197,1642
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJGalvnm7XDIgRBtQWj9m5_Xw,walking,1233,1642
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJp2VVbT_XDIgR5Wxw1qbuiqc,driving,273,1417
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJp2VVbT_XDIgR5Wxw1qbuiqc,walking,1035,1353
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ8y7Icj_XDIgRIXKKP1AQbxI,driving,275,1425
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ8y7Icj_XDIgRIXKKP1AQbxI,walking,1041,1361
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJFeza-BPXDIgRj8B2k8NcRPA,driving,390,2994
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJFeza-BPXDIgRj8B2k8NcRPA,walking,1778,2357
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ3xANcz_XDIgRbwg1u3vipYg,driving,280,1437
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ3xANcz_XDIgRbwg1u3vipYg,walking,1050,1373
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ7YBSXz_XDIgRGNTN8inplOQ,driving,206,1279
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJ7YBSXz_XDIgRGNTN8inplOQ,walking,931,1221
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJM1VvWz_XDIgRI5BMom8rby8,driving,226,1351
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJM1VvWz_XDIgRI5BMom8rby8,walking,935,1231
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJOWrwlFrXDIgRHhkfYbchTjg,driving,285,1451
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJOWrwlFrXDIgRHhkfYbchTjg,walking,1061,1388
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJj75Ld2PXDIgReiuIymLWa50,driving,283,1445
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJj75Ld2PXDIgReiuIymLWa50,walking,1056,1381
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJQ3A7RpLXDIgRVkS2wteLKEw,driving,239,1397
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJQ3A7RpLXDIgRVkS2wteLKEw,walking,936,1235
ChIJiZIjJknXDIgR8CBqGLrluGE,ChIJFZiKNT_XDIgRGo1TCsq9bG0,driving,241,1285
