origin_id,destination_id,mode,duration_seconds,distance_meters
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJJW8vOWAtDogRA0JukJqeJeI,walking,4036,5165
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJx6qly3rTD4gRLJDyWfXS5vY,driving,266,1664
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJx6qly3rTD4gRLJDyWfXS5vY,walking,1288,1667
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ7agokhvTD4gRNiFRSbmBwfQ,driving,662,4059
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ7agokhvTD4gRNiFRSbmBwfQ,walking,3082,4059
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJf3h_t9osDogReehZO7Hgk50,driving,347,3359
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJf3h_t9osDogReehZO7Hgk50,walking,1997,2599
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJKRPpWNosDogRQuOS-Cc1lUM,driving,438,2734
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJKRPpWNosDogRQuOS-Cc1lUM,walking,2078,2660
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJXxwm3BnTD4gR1Y9NlVH_RU8,driving,608,4171
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJXxwm3BnTD4gR1Y9NlVH_RU8,walking,3088,4066
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJl3NYatMsDogRynr1Y4Cbp98,driving,535,3654
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJl3NYatMsDogRynr1Y4Cbp98,walking,2769,3641
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJqXBBmzksDogR8pDe_sK-74Q,driving,790,11041
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJqXBBmzksDogR8pDe_sK-74Q,walking,6412,8412
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJsxhF-80sDogRLLzNkOUORZ4,driving,302,1914
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJsxhF-80sDogRLLzNkOUORZ4,walking,1475,1914
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJg8Oa6M0sDogR3e1jtbxfK2c,driving,305,1902
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJg8Oa6M0sDogR3e1jtbxfK2c,walking,1476,1902
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJNW9nJMMsDogRpGxxNBLo9Ic,driving,416,3862
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJNW9nJMMsDogRpGxxNBLo9Ic,walking,2545,3269
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJfxX6KZItDogRhRmRbe58p-g,driving,387,2400
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJfxX6KZItDogRhRmRbe58p-g,walking,1836,2387
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJa6l3MhjTD4gR7_dFRCJ_Et4,driving,583,4037
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJa6l3MhjTD4gR7_dFRCJ_Et4,walking,3045,4024
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ9UWPMNosDogR63ijWQvYXqM,driving,404,3813
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ9UWPMNosDogR63ijWQvYXqM,walking,2163,2798
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJvec7ZoYtDogRUm_Xw_yGddw,driving,629,6803
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJvec7ZoYtDogRUm_Xw_yGddw,walking,4932,6433
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJd5wenTfTD4gR12h2iKWrxwc,driving,486,3321
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJd5wenTfTD4gR12h2iKWrxwc,walking,2384,3148
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJS0kqaTItDogRXIgU7nCVHKQ,driving,581,3400
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJS0kqaTItDogRXIgU7nCVHKQ,walking,2456,3182
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJXwlAkmEsDogRITn2CxFDphQ,driving,740,7742
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJXwlAkmEsDogRITn2CxFDphQ,walking,5380,7061
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJe19TdGEsDogRnqHzxT0P3PU,driving,723,7516
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJe19TdGEsDogRnqHzxT0P3PU,walking,5254,6886
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ8U0rEmIsDogROcBPM_7xIL4,driving,712,7627
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ8U0rEmIsDogROcBPM_7xIL4,walking,5347,7023
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ2XNoa2QsDogRMUkADowOkIw,driving,770,10422
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ2XNoa2QsDogRMUkADowOkIw,walking,5691,7455
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJVzr2yrMsDogRNWrUba0n1AY,driving,404,4049
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJVzr2yrMsDogRNWrUba0n1AY,walking,2521,3260
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJi0isQbMsDogRgrJp6veYrzk,driving,393,4026
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJi0isQbMsDogRgrJp6veYrzk,walking,2456,3205
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ25jYKrIsDogR13tC4wGGODg,driving,506,4272
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ25jYKrIsDogR13tC4wGGODg,walking,2583,3334
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ4SBuP7IsDogRpq8Knvl6S7M,driving,507,4445
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ4SBuP7IsDogRpq8Knvl6S7M,walking,2596,3351
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJhXG8orEsDogRA9eL9NhvwRE,driving,509,4337
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJhXG8orEsDogRA9eL9NhvwRE,walking,2606,3362
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJVUmkEX0sDogRzm1DQOACx-g,driving,777,8029
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJVUmkEX0sDogRzm1DQOACx-g,walking,5672,7424
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJSVVC6IUsDogR3J8NXdD2_J4,driving,821,7427
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJSVVC6IUsDogR3J8NXdD2_J4,walking,5103,6673
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJreaOqhMtDogREsyrRF4y8YY,driving,782,8056
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJreaOqhMtDogREsyrRF4y8YY,walking,5691,7452
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJiTdwrJssDogR_W1qoTWG_eA,driving,667,6738
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJiTdwrJssDogR_W1qoTWG_eA,walking,4600,5992
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJqYQOva8sDogRhObdaAScJAc,driving,619,4997
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJqYQOva8sDogRhObdaAScJAc,walking,3095,3968
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ9wz9v68sDogRaFBaY1O8wk8,driving,573,4882
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ9wz9v68sDogRaFBaY1O8wk8,walking,3019,3852
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJA70xDK8sDogRcOpTuObZ-kY,driving,631,5052
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJA70xDK8sDogRcOpTuObZ-kY,walking,3155,4035
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJqfIkY60sDogRMP2otSWdKJA,driving,476,4355
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJqfIkY60sDogRMP2otSWdKJA,walking,2766,3594
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJiX_qhK0sDogRT9cIkF9qGmw,driving,517,4505
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJiX_qhK0sDogRT9cIkF9qGmw,walking,2731,3513
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJm2OWBq0sDogRBNtR_wZRHA4,driving,481,4376
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJm2OWBq0sDogRBNtR_wZRHA4,walking,2939,3796
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJazmh0FHTD4gRtbe0su4NLxE,driving,739,3902
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJazmh0FHTD4gRtbe0su4NLxE,walking,2966,3837
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJE8GjKE7TD4gR9CouUZM2Gis,driving,685,3820
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJE8GjKE7TD4gR9CouUZM2Gis,walking,2894,3762
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJx-7Xj5ssDogRQ82Pv1CsDcc,driving,674,6849
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJx-7Xj5ssDogRQ82Pv1CsDcc,walking,4689,6107
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJC_YdYqwsDogR3xYeKE6rLfA,driving,622,4844
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJC_YdYqwsDogR3xYeKE6rLfA,walking,3072,3941
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ5a8ra6QsDogRENtJLAp40AE,driving,677,5326
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ5a8ra6QsDogRENtJLAp40AE,walking,3666,4672
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJP0_743EtDogRWv6-GyI8HVw,driving,624,5089
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJP0_743EtDogRWv6-GyI8HVw,walking,3168,4059
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ2WUVRK8sDogRCez7TBpL278,driving,594,5295
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ2WUVRK8sDogRCez7TBpL278,walking,3272,4172
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ469YG6ssDogRLTAOXRQL4rQ,driving,690,5050
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJ469YG6ssDogRLTAOXRQL4rQ,walking,3283,4241
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJRdBgBtAsDogRgWN8ceYmgks,driving,433,2698
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJRdBgBtAsDogRgWN8ceYmgks,walking,1851,2412
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJAdXyvrssDogRfPeijP0aa1k,driving,539,4608
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJAdXyvrssDogRfPeijP0aa1k,walking,3092,3952
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJyw8Mx7AsDogRFvhuNG25jWw,driving,481,4353
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJyw8Mx7AsDogRFvhuNG25jWw,walking,2608,3378
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJT8Tb2P4tDogRUCkDx8hyqvM,driving,536,4451
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJT8Tb2P4tDogRUCkDx8hyqvM,walking,2695,3476
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJMaurKrIsDogRfzxokqjCMys,driving,506,4272
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJMaurKrIsDogRfzxokqjCMys,walking,2602,3360
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJx5enN7IsDogRlQ9Sx_28t8Q,driving,519,4498
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJx5enN7IsDogRlQ9Sx_28t8Q,walking,2558,3297
ChIJN0L8q9LSD4gRNSMWSKNjIM0,ChIJy1Iud6wsDogRDJKE6TnDaJE,driving,698,5187
